"","state","county","trend","model_elements"
"578","SD","BRULE",-0.110423116615062,18
"579","SD","CODINGTON",0.371929824561467,19
"580","SD","CUSTER",-0.219814241486056,18
"581","SD","DAVISON",0.0361197110423039,18
"582","SD","HAAKON",0.0157894736842019,19
"583","SD","HARDING",-0.0614035087718804,19
"584","SD","HUGHES",0.259649122807145,19
"585","SD","LYMAN",0.286764705882352,17
"586","SD","MCPHERSON",0.277941176470599,16
"587","SD","MEADE",-0.427244582043345,18
"588","SD","MINNEHAHA",-0.314035087719328,19
"589","SD","OTTER TAIL",0.686274509803926,18
"590","SD","PENNINGTON",0.375438596491259,19
"591","SD","ROBERTS",-0.332301341589277,18
"592","SD","SHANNON",-0.340557275541815,18
"593","SD","TRIPP",-0.301470588235271,17
"594","SD","WALWORTH",-0.211558307533549,18
"595","SD","YANKTON",-0.0712074303405623,18
"596","TN","ANDERSON",1.74689614269281e-15,15
"597","TN","BLOUNT",0.0448323066392885,14
"598","TN","CUMBERLAND",0.0175438596491182,19
"599","TN","DAVIDSON",0.0635465865178142,13
"600","TN","RUTHERFORD",0.0427435387673989,15
"601","TN","SHELBY",0.199999999999995,11
"602","TN","SULLIVAN",-0.0895621406457313,18
"603","TX","BROWN",0.134627831715218,11
"604","TX","CHILDRESS",0.0254471129279557,18
"605","TX","COLLIN",0.136640910939407,13
"606","TX","COMANCHE",0.153505237711516,11
"607","TX","COOKE",0.137522228808538,16
"608","TX","CULBERSON",-0.074610842726788,16
"609","TX","DALLAM",-0.128070175438598,19
"610","TX","ELLIS",0.129890453834116,10
"611","TX","GRAYSON",0.115730818688393,13
"612","TX","HALE",0.134158926728575,18
"613","TX","HEMPHILL",0.0515995872032862,18
"614","TX","LAMAR",0.153362170664575,13
"615","TX","LUBBOCK",0.0805647840531587,17
"616","TX","MCCULLOCH",0.103746397694528,10
"617","TX","NOLAN",0.208719851577009,13
"618","TX","PALO PINTO",0.155415250121417,13
"619","TX","PECOS",0.0181818181818139,10
"620","TX","POTTER",0.0280701754385926,19
"621","TX","TAYLOR",0.156862745098037,13
"622","TX","WICHITA",0.209889173060532,14
"623","TX","WILBARGER",0.183518705763384,13
"624","TX","WISE",0.165876777251223,12
"625","TX","YOUNG",-0.0205128205128221,12
"626","UT","BEAVER",-0.998245614035098,19
"627","UT","CACHE",-1.24035087719298,19
"628","UT","CARBON",-0.854489164086652,18
"629","UT","DAVIS",-0.936016511867839,18
"630","UT","GARFIELD",-1.10877192982466,19
"631","UT","GRAND",-0.460268317853455,18
"632","UT","IRON",-0.58093763821317,18
"633","UT","MILLARD",-0.901853871319521,11
"634","UT","SALT LAKE",-0.994471472799575,18
"635","UT","TOOELE",-1.02631578947379,19
"636","UT","UINTAH",-0.819401444788432,18
"637","UT","UTAH",-1.65933001107424,17
"638","UT","WAYNE",0.0220588235294265,17
"639","UT","WEBER",-1.23839009287926,18
"640","VA","ACCOMACK",-0.00935628742515033,14
"641","VA","ALBEMARLE",-0.0700132100396274,15
"642","VA","ARLINGTON",-0.267195767195768,13
"643","VA","AUGUSTA",0.0974529346622286,17
"644","VA","BATH",-1.4035087719298,18
"645","VA","CAMPBELL",-0.148535564853564,15
"646","VA","CARROLL",-0.37167774086377,17
"647","VA","CULPEPER",-0.0970496894409872,13
"648","VA","FAIRFAX",-0.0678542510121445,16
"649","VA","HAMPTON (CITY)",-0.0105263157894671,14
"650","VA","HANOVER",0.0428571428571468,14
"651","VA","HENRICO",0.0441975308641985,11
"652","VA","HENRY",0.0654797827399131,13
"653","VA","ISLE OF WIGHT",0.0466392318244172,10
"654","VA","LOUDOUN",-0.0940594059405954,16
"655","VA","MONTGOMERY",-0.450980392156861,18
"656","VA","NEWPORT NEWS (CITY)",0.0339443312966741,12
"657","VA","PITTSYLVANIA",-0.0158478605388162,12
"658","VA","PULASKI",-0.0894736842105255,19
"659","VA","ROANOKE",-0.0633051976899086,13
"660","VA","SMYTH",-0.46852425180598,18
"661","VA","STAFFORD",-0.0622535211267618,16
"662","VA","SUSSEX",-0.0158730158730169,10
"663","VA","VIRGINIA BEACH (CITY)",0.0301507537688459,11
"664","VA","WASHINGTON",-0.163054695562414,18
"665","VA","WISE",-0.47781217750258,18
"666","VT","BENNINGTON",-1.0495356037151,18
"667","VT","CALEDONIA",-0.319298245614078,19
"668","VT","CHITTENDEN",-0.782456140350932,19
"669","VT","LAMOILLE",-1.15892672858616,18
"670","VT","ORLEANS",2.30303030303029,10
"671","VT","RUTLAND",-1.51083591331261,18
"672","VT","WASHINGTON",-0.691228070175489,19
"673","VT","WINDSOR",-1.37667698658408,18
"674","WA","CHELAN",0.196491228070095,19
"675","WA","FRANKLIN",0.0894225855902016,18
"676","WA","GRANT",-0.199999999999942,19
"677","WA","KITSAP",-0.0434782608695709,10
"678","WA","KITTITAS",-0.0175438596491218,19
"679","WA","KLICKITAT",0.166816258494679,16
"680","WA","OKANOGAN",-0.756449948400411,18
"681","WA","SKAGIT",0.0904836193447714,10
"682","WA","SNOHOMISH",-0.0503406510219546,14
"683","WA","SPOKANE",-0.396491228070182,19
"684","WA","WALLA WALLA",0.0631578947368426,19
"685","WA","WHATCOM",0.0766479305058852,18
"686","WA","WHITMAN",-0.340557275541781,18
"687","WA","YAKIMA",-0.0140350877192976,19
"688","WI","ASHLAND",-0.374613003095981,18
"689","WI","BARRON",0.570691434468519,18
"690","WI","BROWN",-0.605263157894724,19
"691","WI","CHIPPEWA",-0.0157894736841308,19
"692","WI","DANE",-0.428070175438632,19
"693","WI","DOUGLAS",1.10732714138285,18
"694","WI","GRANT",-0.26418988648091,18
"695","WI","IOWA",-0.846233230134156,18
"696","WI","JEFFERSON",0.26006191950464,18
"697","WI","JUNEAU",0.26315789473693,19
"698","WI","LA CROSSE",-0.417543859649125,19
"699","WI","LINCOLN",0.659313725490207,17
"700","WI","MANITOWOC",-1.39938080495356,18
"701","WI","MARATHON",-0.145614035087717,19
"702","WI","MILWAUKEE",-0.882456140350921,19
"703","WI","MONROE",0.37048503611968,18
"704","WI","POLK",0.395252837977285,18
"705","WI","PRICE",1.79772961816305,18
"706","WI","RACINE",-0.925696594427244,18
"707","WI","ROCK",-0.124871001031958,18
"708","WI","RUSK",0.865196078431375,17
"709","WI","SAUK",-0.228070175438601,19
"710","WI","SAWYER",0.333333333333324,18
"711","WI","TAYLOR",1.76573787409699,18
"712","WI","VILAS",0.947368421052614,18
"713","WI","WAUPACA",-0.582043343653192,18
"714","WI","WINNEBAGO",-0.567595459236315,18
"715","WI","WOOD",-0.245614035087722,18
"716","WV","BERKELEY",-0.286311501768658,18
"717","WV","BROOKE",-1.01578947368428,19
"718","WV","GREENBRIER",-0.750257997936016,18
"719","WV","KANAWHA",-0.208771929824537,19
"720","WV","MASON",-0.689705882352961,16
"721","WV","MONONGALIA",-0.563157894736854,19
"722","WV","RANDOLPH",-0.649122807017543,19
"723","WV","UPSHUR",-0.462332301341596,18
"724","WV","WYOMING",-0.112831858407094,15
"725","WY","ALBANY",-0.649122807017561,19
"726","WY","BIG HORN",-0.407636738906072,18
"727","WY","CAMPBELL",-0.101135190918475,18
"728","WY","CARBON",-0.373684210526368,19
"729","WY","CONVERSE",-0.344685242518013,18
"730","WY","CROOK",0.461764705882356,16
"731","WY","FREMONT",-0.0842105263157259,19
"732","WY","GOSHEN",-0.174406604747149,18
"733","WY","JOHNSON",-0.371517027863762,18
"734","WY","LARAMIE",-0.00877192982457522,19
"735","WY","LINCOLN",6.40606060606056,10
"736","WY","NATRONA",0.307017543859645,19
"737","WY","PARK",-0.98452012383901,18
"738","WY","SHERIDAN",0.256140350877213,19
"739","WY","SUBLETTE",-1.22280701754386,19
"740","WY","SWEETWATER",-0.654385964912285,19
"741","WY","TETON",-2.04561403508777,19
"742","WY","WASHAKIE",0.135087719298246,19
